Source_id,Title,Creator_id,Audio_url,Format,Image_url,语言,Tag,Location,Create_at,
mvp0047,罗翔老师的爱情观,二狗侃侃,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0047-罗翔老师的爱情观.mp3,mp3,,中文,教授(Educational)+个人发展(Personal Development),"Greenville, SC",2024-09-02T21:48:00,
mvp0048,30岁前的财富不是钱，而是选择的资本,简生活阿乐,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0048-30岁前的财富不是钱，而是选择的资本.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0048-30岁前的财富不是钱，而是选择的资本.jpeg,中文,教授(Educational)+个人发展(Personal Development),"Greenville, SC",2024-09-05T23:44:00,
mvp0049,80年代过去了，我很怀念它,阳光微凉,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0049-80年代过去了，我很怀念它.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0049-80年代过去了，我很怀念它.jpeg,中文,叙事(Narrative)+生活方式和娱乐(Lifestyle and Entertainment),"Greenville, SC",2024-09-05T23:44:00,
mvp0050,AI时代，财富如何获取？孩子如何培养？,故事小刚,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0050-AI时代，财富如何获取？孩子如何培养？.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0050-AI时代，财富如何获取？孩子如何培养？.jpeg,中文,教授(Educational)+教育(Education),"Greenville, SC",2024-09-05T23:44:00,
mvp0051,IBM首任女CEO：我有一条最重要的建议，它适合所有人,大头在路上,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0051-IBM首任女CEO：我有一条最重要的建议，它适合所有人.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0051-IBM首任女CEO：我有一条最重要的建议，它适合所有人.jpeg,英语,教授(Educational)+个人发展(Personal Development),"Greenville, SC",2024-09-05T23:44:00,
mvp0052,一个人讨厌什么，他的弱点就在哪 #心理学,乐乐记事簿,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0052-一个人讨厌什么，他的弱点就在哪 #心理学.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0052-一个人讨厌什么，他的弱点就在哪 #心理学.jpeg,中文,教授(Educational)+个人发展(Personal Development),"Greenville, SC",2024-09-05T23:44:00,
mvp0053,不要慌，太阳下山还有月光！#吉他弹唱,强哥话日常,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0053-不要慌，太阳下山还有月光！#吉他弹唱.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0053-不要慌，太阳下山还有月光！#吉他弹唱.jpeg,中文,音乐(Musical)+生活方式和娱乐(Lifestyle and Entertainment),"Greenville, SC",2024-09-05T23:44:00,
mvp0054,人的一生最重要的是什么,小鹿做手工,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0054-人的一生最重要的是什么.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0054-人的一生最重要的是什么.jpeg,中文,教授(Educational)+个人发展(Personal Development),"Greenville, SC",2024-09-05T23:44:00,
mvp0055,今晚，陈鲁豫再次登上脱口秀舞台，大胆开麦,阿明爱拍照,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0055-今晚，陈鲁豫再次登上脱口秀舞台，大胆开麦.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0055-今晚，陈鲁豫再次登上脱口秀舞台，大胆开麦.jpeg,中文,幽默(Humorous)+生活方式和娱乐(Lifestyle and Entertainment),"Greenville, SC",2024-09-05T23:44:00,
mvp0056,你一生中一定会犯的8个认知性错误#chatgpt,小天跑不动,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0056-你一生中一定会犯的8个认知性错误#chatgpt.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0056-你一生中一定会犯的8个认知性错误#chatgpt.jpeg,中文,对话(Conversational)+个人发展(Personal Development),"Greenville, SC",2024-09-05T23:44:00,
mvp0057,刘震云高水平演讲：一部揭示人性与命运的史诗,成哥家常味,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0057-刘震云高水平演讲：一部揭示人性与命运的史诗.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0057-刘震云高水平演讲：一部揭示人性与命运的史诗.jpeg,中文,叙事(Narrative)+文化与艺术(Culture & Arts),"Greenville, SC",2024-09-05T23:44:00,
mvp0058,咱们黄大妈的要求还是很严格的～#脱口秀,静语时光,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0058-咱们黄大妈的要求还是很严格的～#脱口秀.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0058-咱们黄大妈的要求还是很严格的～#脱口秀.jpeg,中文,叙事(Narrative)+生活方式和娱乐(Lifestyle and Entertainment),"Greenville, SC",2024-09-05T23:44:00,
mvp0059,在泰国，我花40块钱，就可以随便租一个女朋友#girlstalk,张哥健身狂,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0059-在泰国，我花40块钱，就可以随便租一个女朋友#girlstalk.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0059-在泰国，我花40块钱，就可以随便租一个女朋友#girlstalk.jpeg,中文,沉浸式(Immersive)+社会与政治(Social & Politics),"Greenville, SC",2024-09-05T23:44:00,
mvp0060,埃隆·马斯克：不要“过去这样做，别人这样做，所以我也这么做”,乔乔的小日子,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0060-埃隆·马斯克：不要“过去这样做，别人这样做，所以我也这么做”.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0060-埃隆·马斯克：不要“过去这样做，别人这样做，所以我也这么做”.jpeg,英语,教授(Educational)+个人发展(Personal Development),"Greenville, SC",2024-09-05T23:44:00,
mvp0061,大脑怎样才能一直快乐？答案出乎意料,开怀老李,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0061-大脑怎样才能一直快乐？答案出乎意料.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0061-大脑怎样才能一直快乐？答案出乎意料.jpeg,中文,情景模拟(ScenarioSimulation)+个人发展(Personal Development),"Greenville, SC",2024-09-05T23:44:00,
mvp0062,好好好！平时不都是劳资蜀道山吗？#川渝夹子#女生宿舍,雪儿的悠然,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0062-好好好！平时不都是劳资蜀道山吗？#川渝夹子#女生宿舍.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0062-好好好！平时不都是劳资蜀道山吗？#川渝夹子#女生宿舍.jpeg,中文,音乐(Musical)+生活方式和娱乐(Lifestyle and Entertainment),"Greenville, SC",2024-09-05T23:44:00,
mvp0063,如何快速的假装学会一门语言#搞笑脱口秀,龙哥漫游,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0063-如何快速的假装学会一门语言#搞笑脱口秀.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0063-如何快速的假装学会一门语言#搞笑脱口秀.jpeg,英语,幽默(Humorous)+生活方式和娱乐(Lifestyle and Entertainment),"Greenville, SC",2024-09-05T23:44:00,
mvp0064,广东的蚊子#脱口秀,阿华月下行,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0064-广东的蚊子#脱口秀.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0064-广东的蚊子#脱口秀.jpeg,重庆话,幽默(Humorous)+生活方式和娱乐(Lifestyle and Entertainment),"Greenville, SC",2024-09-05T23:44:00,
mvp0065,广智：我去年在上海置业了，我买了个沙发,乡间故事赵老二,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0065-广智：我去年在上海置业了，我买了个沙发.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0065-广智：我去年在上海置业了，我买了个沙发.jpeg,中文,幽默(Humorous)+生活方式和娱乐(Lifestyle and Entertainment),"Greenville, SC",2024-09-05T23:44:00,
mvp0066,徐志胜看中医#脱口秀,慢行的小马,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0066-徐志胜看中医#脱口秀.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0066-徐志胜看中医#脱口秀.jpeg,中文,幽默(Humorous)+生活方式和娱乐(Lifestyle and Entertainment),"Greenville, SC",2024-09-05T23:44:00,
mvp0067,愿你有不为生存弯腰的尊严，愿你有不被欲望绑架的自由,旺旺钓鱼郎,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0067-愿你有不为生存弯腰的尊严，愿你有不被欲望绑架的自由.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0067-愿你有不为生存弯腰的尊严，愿你有不被欲望绑架的自由.jpeg,中文,叙事(Narrative)+个人发展(Personal Development),"Greenville, SC",2024-09-05T23:44:00,
mvp0068,我觉得脱口秀和性很相似，崔娃的幽默神比喻 #脱口秀,欣欣手作坊,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0068-我觉得脱口秀和性很相似，崔娃的幽默神比喻 #脱口秀.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0068-我觉得脱口秀和性很相似，崔娃的幽默神比喻 #脱口秀.jpeg,英语,幽默(Humorous)+生活方式和娱乐(Lifestyle and Entertainment),"Greenville, SC",2024-09-05T23:44:00,
mvp0069,打工本来就是为了生存才做的事，能在这上面承载梦想是幸运，如果没有那也是常态,乐途旅行家,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0069-打工本来就是为了生存才做的事，能在这上面承载梦想是幸运，如果没有那也是常态.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0069-打工本来就是为了生存才做的事，能在这上面承载梦想是幸运，如果没有那也是常态.jpeg,中文,叙事(Narrative)+个人发展(Personal Development),"Greenville, SC",2024-09-05T23:44:00,
mvp0070,收房子背后……,超哥美食记,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0070-收房子背后…….mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0070-收房子背后…….jpeg,中文,新闻(News)+商业与财经(Business & Finance),"Greenville, SC",2024-09-05T23:44:00,
mvp0071,未来有哪些泡沫会破裂#chatgpt,小阳路边摊,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0071-未来有哪些泡沫会破裂#chatgpt.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0071-未来有哪些泡沫会破裂#chatgpt.jpeg,中文,新闻(News)+商业与财经(Business & Finance),"Greenville, SC",2024-09-05T23:44:00,
mvp0072,活着，比什么都强#创业#投资人吴世春,宇哥故事屋,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0072-活着，比什么都强#创业#投资人吴世春.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0072-活着，比什么都强#创业#投资人吴世春.jpeg,中文,叙事(Narrative)+健康与保健(Health & Fitness),"Greenville, SC",2024-09-05T23:44:00,
mvp0073,爱彼迎CEO：我想当艺术家，我妈说没社保,晨风与远方,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0073-爱彼迎CEO：我想当艺术家，我妈说没社保.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0073-爱彼迎CEO：我想当艺术家，我妈说没社保.jpeg,中文,叙事(Narrative)+个人发展(Personal Development),"Greenville, SC",2024-09-05T23:44:00,
mvp0074,特大喜讯#脱口秀,雨姐心情屋,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0074-特大喜讯#脱口秀.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0074-特大喜讯#脱口秀.jpeg,重庆话,幽默(Humorous)+生活方式和娱乐(Lifestyle and Entertainment),"Greenville, SC",2024-09-05T23:44:00,
mvp0075,罗老师说这个案件太经典了，以至于我每年都讲,大壮去探险,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0075-罗老师说这个案件太经典了，以至于我每年都讲.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0075-罗老师说这个案件太经典了，以至于我每年都讲.jpeg,中文,叙事(Narrative)+法律(Law),"Greenville, SC",2024-09-05T23:44:00,
mvp0076,跳出学生思维，少走三年弯路 #职场,慧慧的巧手,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0076-跳出学生思维，少走三年弯路 #职场.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0076-跳出学生思维，少走三年弯路 #职场.jpeg,中文,对话(Conversational)+个人发展(Personal Development),"Greenville, SC",2024-09-05T23:44:00,
mvp0077,这些机场常见词汇✈️你能说对多少,虎子闯天下,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0077-这些机场常见词汇✈️你能说对多少.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0077-这些机场常见词汇✈️你能说对多少.jpeg,中英,对话(Conversational)+文化与艺术(Culture & Arts),"Greenville, SC",2024-09-05T23:44:00,
mvp0078,金博士：倒头就睡五字诀,蓝天有鱼,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0078-金博士：倒头就睡五字诀.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0078-金博士：倒头就睡五字诀.jpeg,中文,教授(Educational)+健康与保健(Health & Fitness),"Greenville, SC",2024-09-05T23:44:00,
mvp0079,關係問題？ 這個婚姻建議將改變你的生活-喬丹·彼得森,凯哥爱音乐,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0079-關係問題？ 這個婚姻建議將改變你的生活-喬丹·彼得森.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0079-關係問題？ 這個婚姻建議將改變你的生活-喬丹·彼得森.jpeg,英文,教授(Educational)+两性(Sexual Relation),"Greenville, SC",2024-09-05T23:44:00,
mvp0080,《卖油翁》最后一句讲了啥？为何被教科书删除？,篮球场的小明,https://shortaudio.oss-cn-chengdu.aliyuncs.com/音频/mvp0080-《卖油翁》最后一句讲了啥？为何被教科书删除？.mp3,mp3,https://shortaudio.oss-cn-chengdu.aliyuncs.com/图片/mvp0080-《卖油翁》最后一句讲了啥？为何被教科书删除？.jpeg,中文,叙事(Narrative)+文化与艺术(Culture & Arts),"Greenville, SC",2024-09-05T23:44:00,